sentence,language
gummed up bearings/corrosian,en
won't start / out of order,en
A thermal fuse had blown,en
Updated software and restarted,en
Halogen bulb replaced,en
poor switch cleaned,en
Does not work anymore,en
Blender - motor,en
DVD remote control,en
Transmitter setting moved,en
does nothing,en
Only one channel in stereo,en
Try purchasing new belt,en
Super reception OK,en
I've replaced the plug and fuse,en
element bottom fixed,en
Not cooling properly,en
CD compartment does not open,en
Part must be replaced,en
No longer heating /,en
Turns on but no steam comes out,en
Not powerful,en
Power connector resoldered,en
Needs component but old,en
ON button doesn't engage/turn on,en
Cause: Needle thread,en
stops running,en
Suspect gaskets,en
turns on but grating noise,en
Tray keeps jamming,en
Defective transistor replaced,en
Lower thread tangled,en
Dolce gusto unblocked pipe,en
Faulty motherboard,en
Replaced battery,en
Beeps sometimes,en
Motor u/s,en
Heated gloves,en
tension off,en
Rooster ornament does not ring,en
Fixed - happy customer,en
The carbon brushes were worn out,en
Now works fine,en
rattles only,en
overwinded?,en
"Tested, speaker faulty",en
brazing of broken wires,en
new part contactor needed,en
Hardly blows at all,en
Adapter was defective,en
Only does it upside down,en
"cleaned, needs new filter",en
Cuts out after 5 seconds,en
Problem with the tension,en
Drive hangs,en
"Digital camera - ""Fried"" -",en
Addressed with switch cleaner,en
Resoldered wires + thermo sheath,en
Drive belt loose ?,en
Won't work unless cable in,en
too many electronics,en
left side handle won't stay down,en
machine ignition explanation,en
electrical controller faulty,en
New textile cable replaced,en
Without function,en
Half repaired,en
Filter needed cleaning,en
replaced cord,en
Check with the chef next time,en
Water gauge defective,en
No more suction,en
Repair number 89Fixer defective,en
Not sucking - cleaned out,en
Device is running,en
Flickers - loose connection,en
No data available,en
Need to get in-line connectors,en
Unit does not run,en
Rotor does not work,en
Measuring the heater rod,en
Does not swing on one side,en
Broken motor,en
Would no longer light up,en
It no longer showed any movement,en
Cable tear,en
Runs but no sound,en
Vibration interrupted,en
To be heated,en
Microphone did not work,en
Cad battery probably end of life,en
Cord broken near plug,en
See you Saturday at the training,en
Doesn't take power,en
Parts to buy?,en
The cord is deffected,en
To solder,en
plays slow,en
Renewing batteries,en
Clock not working switch broken,en
Charging socket worn out and bent,en
Fuse blows every time,en
fell out,en
KO electronic board,en
The circuits have been cleaned,en
do not go to any sound on a page,en
needs a new keyboard,en
Machine is leaking water,en
"Functions disturbed, cleaned",en
iron - plug broken,en
Cable must be re-insulated,en
Hums,en
More research needed,en
Told it didn't work,en
Too expensive to change,en
handle,en
ET procured and installed,en
Diode and IC through,en
ignition button malfunction,en
Problem: pressure drop,en
new drive belts,en
Tried new fuse,en
Device disposal,en
Replaced drive belt,en
Makes noise,en
Probably not repairable,en
dust bag full,en
replacement piece of plastic,en
hard disk fail,en
Internal fault,en
Switch broken Contact broken,en
adapter broken,en
carbon brushes dirty,en
No load,en
contact interruption,en
likely a spring wear on mechanics,en
Foot switch with loose contact,en
construct a new brass windu,en
Coffee maker for coffee beans,en
Egg boiler,en
The appliance no longer starts,en
indicator lights,en
Seal at base of waste leaking,en
Starts smoking in operating mode,en
pump problem - spare parts needed,en
too much dust everywhere,en
Function ok. PAT - pass,en
Rusty inside the blade mecanism,en
bluetooth not workingtion,en
Valve radio,en
sparking at collector motor,en
Not picking up,en
Still working on the winder,en
No spare parts,en
wire torn off the control panel,en
speakers - fuse and fuse cradle,en
Fully functional again,en
Screw rusted,en
The guest will come again,en
COMPEX no longer lights up,en
Storage way over full,en
Unable to open to repair,en
Cut back and fitted new plug,en
stops after 5 seconds,en
stopped during operation,en
"No fault found, was working!",en
replace triac,en
Bread is burnt before it pops up,en
Just needed a bulb,en
Display is not lit,en
"Does not run, cable break",en
Electric fire,en
taken apart and put back together,en
Dust accumulated internally,en
opened and re-tensioned spring,en
Solution: replace,en
ALLED,en
Tube faulty - reglued catch,en
Fell & not working,en
Does not work constantly,en
plug not working,en
Scales shows pounds but not kilos,en
Cord reel needs to be changed,en
New belt fitted,en
"Motor contacts cleaned, unit ok",en
Water in oil,en
According to user no function,en
Replace rechargeable batteries?,en
Defective spring,en
Remote control only close ok,en
Suddenly no longer doing it,en
Buy a new part,en
No diagnostics,en
loose screw,en
repair motor,en
"Contacts defective, use batteries",en
No start-up electronics defective,en
scooter won't charge,en
Broken fan blade,en
screen protection,en
No water comes out,en
No suction function,en
Rev control,en
See sheet 5 of 11/12/22,en
burnt out resistors replaced,en
Clog fixed and advice given,en
Cleaned and reassembled,en
Stopoped working,en
Element may be burnt out,en
Earthing cable,en
Selector switch defective,en
Disk spinner: cell cleaning,en
stops,en
Cord no longer coils,en
No longer comes on,en
Broken wire in line switch,en
Neon bulbs,en
Both now fitted and working,en
The light flickered,en
Torn hose,en
Partly fixed in session,en
No suction; plug stuck,en
mains supply broken,en
dirty+clogged,en
Cannot open,en
no function cable replaced,en
Possible Blown fuse,en
Turns off very late,en
Lamp turned out not to be broken,en
No longer starts up,en
Motor does not operate,en
broken bulb housing,en
The entire fuser unit was gone,en
"Tested bulb,is ok",en
Will return in December,en
new motor required,en
needs new dimmer module,en
New quartz movement needed,en
electric cable,en
Loose contact due to cable break,en
Changed transformer - led lamp,en
"None, as robot was missing",en
Hum only,en
Suddenly smoke from machine,en
Tiny jammed screw was removed,en
Will come on but not hold it,en
Cable burnt through,en
contact pinched tight,en
He wants to look further at home,en
They will ring to inform us,en
Flashes only/ does nothing,en
internal drive cog worn out,en
Soldering cables,en
Rep not possible,en
New contacts rebuilt,en
electronics probably broken,en
New power circuitboard required,en
leaking oil,en
IGBT broken,en
Does not scan and copy,en
Toaster no longer engages toast,en
Faulty element,en
Button loose,en
Without wiring diagram no chance,en
Burned out element,en
Cassette hangs,en
Re-fuse,en
External power supply problem,en
Rear lighting,en
power supply connected and fixed,en
Would not work,en
Test webcam,en
Reported would not start,en
Clamp broken,en
Just stopped working!,en
Remove any trapped wires,en
Bring to another Restart party,en
Switch defective -- replaced,en
"tested, everything OK",en
Capacitor gone,en
Sound dropping,en
loses water at the bottom,en
not charging and make noises,en
tighten and clean connection,en
recently made loud running noises,en
Order numbers given,en
Pump to be changed,en
heavy humming,en
through,en
Unable to access to repair,en
Settings has hooked,en
motor falters,en
Suddenly it won't turn on,en
legs loose,en
New cable wrapped in pull-in reel,en
Incorrect charger was being used,en
Part required,en
W267,en
Cassette playback does not work,en
power supply faulty,en
laser problem suspected,en
Unit is here for the second time,en
Cannot be started,en
Continued from 1.8.19,en
defective --- repair not possible,en
Switch button to be replaced,en
Water does not turn off,en
"No power, needs replacement board",en
Motor does not run smoothly,en
It would require a new flex,en
failure: cause unknown,en
Fuse had tripped,en
Metal rod broken,en
Does not switch,en
solder main power cord,en
Error occurs again,en
Case clamped shut,en
Globe not staying in fitting,en
Starts mooing above 2.5,en
Device will be disposed of,en
Not opening and no obvious fault,en
replacing the battery pack,en
"spring closure, won't wind",en
The water no longer heats up,en
Switch repaired and refitted,en
Visitor’s son will repair,en
noisy bearing,en
crumbs removed & resolved,en
Battery replaced,en
"Bimetal defective, replace this",en
cord secured,en
Reglue display,en
cord does not stay unrolled,en
Level off,en
would not turn on after 25 years,en
GSM Extended ringing time,en
Does not heat up,en
"Motor measured through, defekt",en
Mechanics stiff,en
cord connector to be replaced,en
"Fuse OK, no visible fault",en
Shaft was stuck,en
On and off switch does not work;,en
not repairable to coarse,en
V heating coil defective,en
faulty input,en
Induced to replace,en
"thread loosened, re-soldered",en
mini dv camera,en
hose loose from squeegee,en
Keeps flashing,en
screen to exchange,en
Radio not working,en
no picture,en
runs but does not suck,en
Lead broke off,en
Need replacement hard disk,en
taken apart,en
This 5 A fuse had blown,en
Screws rusted tight,en
broken; torn off,en
Bulbs needed replacing,en
Clip broken on main body,en
electromagnet is burnt out,en
user unable to operate the switch,en
Was not switching on,en
Unable to strip,en
Hair drier,en
"Postponed,",en
No longer sucks strongly enough,en
This cable has been reconnected,en
"hot metal smell, grinding noise",en
Solution: broom cleaned,en
Special capacitor to be found,en
May be switch,en
Hoover cannot be opened at home,en
conection porpblem,en
coffee grinder not working,en
Speakers are working,en
It was no longer accepting DVDs,en
Need capacitors replacing,en
"solution won't spray, clogged?",en
Resoldered Power Cord,en
Replaced lamp,en
switch doesnt work,en
Solution: soldering carried out,en
Part to be changed,en
Bwsuchin procures belt,en
Pushed connectors,en
Wrong base - misaligned,en
Back light not working,en
filter fixed,en
Air in pump,en
Found blocked pipe,en
Blows your mind,en
electrical contact problem,en
the engine was blocked,en
Crackling volume potentiometer,en
Cleaned and replaced,en
Ink sponge full,en
"does not run, antenna defective",en
Dismantle and check the contacts,en
Trigger not working,en
Fuse blows (short circuit),en
zekeing of 8A F replaced by 6.3 A,en
check,en
cord shortened on device side,en
hard to move -- cleaned + oiled,en
Glued the power socket,en
Filter is blocked,en
buttons defective,en
Broke lead,en
Sparks at on/off button,en
No heat/does not seal,en
Dust flies out again at the back,en
Wire Broken,en
need a new socket,en
Old (noisy) motor,en
Fan socket pulled off motherboard,en
Stopped Working,en
Diagnosis: low battery?,en
Lamp needs new socket,en
Filter?,en
It no longer worked,en
reset the return mechanism,en
circuit board defective,en
The lid no longer closes,en
"CD damaged, scratches",en
user error,en
Motor End of life,en
The machine does not start,en
"removed corrosion from sold,",en
No black printing,en
Probable uneconomical to repair,en
Motherboard defective,en
switch too smooth-running,en
"Passed test, fixed",en
Replaced switch,en
Problem: won't start,en
Advice given - system reinstall,en
"Fuse checked, OK. Switch?",en
Does not draw water,en
Solution: remove cable reel,en
Handle broken and repaired,en
motor schonn made,en
Capacitor was defective,en
"loud noise, battery depleted",en
No HV capacity - Capacitor dead,en
Checked and switched on again,en
Internal power unit needs repair,en
Repairability- 8- difficult,en
Display,en
The motor turns only slowly,en
One side stopped working,en
Circuitboard needs replacing,en
Explain function,en
Cartridge dried,en
Good clean out,en
Dropout,en
Screen black,en
plastic fastening broken inside,en
